日期,数据集,实际均价,正式模型预测均价,实验模型预测均价,正式模型MAPE,实验模型MAPE
2025-12-01,训练集,0.90760556,0.74908133,0.77520508,0.18257666,0.14248399
2025-12-02,测试集,0.91531389,0.84581666,0.82387561,0.08939272,0.09924856
2025-12-03,训练集,0.91203264,0.76933477,0.77679491,0.15696139,0.14487549
2025-12-04,训练集,0.90508542,0.84883633,0.83846260,0.07666512,0.07800455
2025-12-05,训练集,0.71717708,0.82235377,0.77700011,0.18954408,0.12150879
2025-12-06,验证集,0.72719653,0.73844249,0.71067549,0.08280669,0.06803447
2025-12-07,训练集,0.91010833,0.79659283,0.79244101,0.13595192,0.12656785
2025-12-08,测试集,0.90851528,0.87374543,0.87610349,0.07278220,0.05629847
2025-12-09,训练集,0.90577708,0.81100412,0.80077257,0.12401740,0.11221862
2025-12-10,训练集,0.91615903,0.87384104,0.87709776,0.07760263,0.06009476
2025-12-11,训练集,0.89763403,0.88072327,0.87497005,0.06606111,0.05153007
2025-12-12,验证集,0.72377986,0.83602114,0.78166832,0.18675879,0.10849544
2025-12-13,训练集,0.72969653,0.82009398,0.76002005,0.18670918,0.10007897
2025-12-14,测试集,0.92073750,0.79848244,0.82557531,0.13016091,0.10396801
2025-12-15,训练集,0.91444028,0.83730524,0.84797953,0.11265198,0.08487102
2025-12-16,训练集,0.91091389,0.89441402,0.88517840,0.05394971,0.04537034
2025-12-17,训练集,0.90880972,0.89890009,0.90260194,0.05382892,0.04508011
2025-12-18,验证集,0.90947778,0.89363331,0.88488486,0.06091849,0.05698186
2025-12-19,训练集,0.72509444,0.83853360,0.79294811,0.20866333,0.12830146
2025-12-20,测试集,0.71897083,0.75189021,0.75439445,0.08636130,0.07830350
2025-12-21,训练集,0.91007639,0.85091818,0.86540433,0.10302424,0.06856342
2025-12-22,训练集,0.91928542,0.90416853,0.90723705,0.05366380,0.03832174
2025-12-23,训练集,0.91268889,0.90819339,0.90417095,0.05418162,0.04530177
2025-12-24,验证集,0.90826528,0.90744252,0.90523416,0.05075074,0.04330977
2025-12-25,训练集,0.91025208,0.87468413,0.88320742,0.10316746,0.06718524
2025-12-26,测试集,0.72377500,0.87265720,0.83448619,0.23525405,0.17607667
2025-12-27,训练集,0.72122778,0.86388938,0.84084484,0.26107827,0.19795597
2025-12-28,训练集,0.90589167,0.76223143,0.82227678,0.16424953,0.09972958
2025-12-29,训练集,0.90653125,0.90017058,0.89865590,0.04535274,0.04310354
2025-12-30,验证集,0.90045833,0.89884097,0.89774752,0.05505438,0.04804039
2025-12-31,训练集,0.91024375,0.87601179,0.88580526,0.09436401,0.06127720
